PointArng,TriangleSize,Extension,Spread,Limit,PerpSym,ParallelSym,OrthoNorm,Volume,GraspIt_Volume,GraspIt_Epsilon,Energy,Turk_SuccRate,Pysical_Test,Turk_LikeRate,Turk_SuccCnt,Turk_SuccStderr,Turk_LikeCnt,Turk_LikeStderr
0.718080497,67.29240884,0.246358508,0.0369,0.323721159,0.186478422,0.027783309,1.572903777,0.181304917,8.701684029,0.006029788,13.58783465,0.865384615,1,0.846153846,13,0.165056323,13,0.375533808
0.864875302,49.0660727,0.0031115,0.1723,0.513752165,0.118004276,0.020644229,1.853665876,0.244355244,0.315035316,0.002011192,19.72476465,0.736842105,1,0.947368421,19,0.155315186,19,0.229415734
0.914442048,43.74145219,0.0121355,0.0346,0.500655986,0.165937785,0.219205649,1.750425907,0.212974289,4.304061713,0.002084881,17.96161944,0.691176471,1,0.705882353,17,0.242535625,17,0.469668218
0.757383831,32.79265982,0.103774503,6.66E-16,0.532441502,0.134650924,0.189005518,2.951006703,0.084357309,0.21895623,0,33.64882872,0.522727273,0,0.727272727,11,0.305256971,11,0.467099366
0.790337554,45.19975807,0.047289502,0.1769,0.480602463,0.199224368,0.312023474,1.562338852,0.080650388,0.239604125,0,41.29535797,0.267857143,1,0.071428571,14,0.267902926,14,0.267261242
0.90547232,27.87340878,0.089258002,1.344,0.558770278,0.086522685,0.296842632,1.650709315,0.204680594,2.470140796,5.78E-05,23.23917256,0.541666667,1,0.166666667,6,0.24579802,6,0.40824829
0.896690242,42.87565368,0.044958501,0.263,0.531486573,0.123880123,0.017768775,2.994503414,0.153313379,0.361504082,0.002116386,32.69298445,0.65,1,0.7,10,0.268741925,10,0.483045892
0.852634182,29.77488885,0.151615505,1.5534,0.551267259,0.086899237,0.369446454,2.269678075,0.083899947,0.588105454,0,39.12139019,0.33,0.9,0.28,25,0.303795436,25,0.458257569
0.850607217,33.8186929,0.002502,0,0.515662024,0.123681063,0.186730471,3.132990384,0.202340399,0.169473642,0.001666789,17.92848585,0.597222222,1,0.666666667,18,0.229110956,18,0.48507125
0.813006932,54.047783,0.0105245,0.282546,0.50120166,0.12772298,0.126935053,1.7075231,0.24465464,1.212455004,0.004130467,19.18263942,0.691176471,1,0.823529412,17,0.225856214,17,0.392952624
0,0,0.392773512,0,0.42071473,0.193038163,0.199106701,1.763284405,0.13707227,0.451912749,0,31.92195305,0.597222222,1,0.888888889,18,0.298758324,18,0.323380833
0.751908914,34.46858021,0.0083315,0,0.508431842,0.126916699,0.209807747,1.484838676,0.190374304,0.216810936,5.60E-06,17.6437534,0.642857143,1,0.5,14,0.254087464,14,0.518874522
0,0,0.428793514,0,0.185665612,0.166848789,0.196084491,1.325688221,0.17996421,3.466262803,0,22.087609,0.634615385,1,0.769230769,13,0.219264505,13,0.43852901
0.883975333,50.82617693,0.029346001,0.1056,0.487832645,0.142369554,0.167210384,1.584417757,0.148641044,0.402221943,0,26.76970452,0.666666667,1,0.777777778,18,0.226871303,18,0.427792632
0.881616382,46.75790672,0.0003185,0.1162,0.508159005,0.123110157,0.154976209,1.460891444,0.174294603,0.431920734,0.003260546,21.64182174,0.615384615,1,0.769230769,13,0.316481052,13,0.43852901
0.773357972,30.72449219,0.145270504,2.22E-16,0.471871677,0.117885329,0.016037074,1.576869212,0.177394752,0.284421358,0,27.01329821,0.545454545,1,0.636363636,11,0.269679945,11,0.504524979
0.917862307,43.81942764,0.024576501,0.0932,0.524938484,0.128527034,0.097930674,1.530564547,0.207609757,0.277212816,6.95E-05,18.36008071,0.778846154,1,0.884615385,26,0.16320115,26,0.325812594
0,0,0.074719503,0.09999,0.218542477,0.176920691,0.135904546,1.574968967,0.399851811,8.077116339,0,22.22831942,0.714285714,0.6,0.785714286,14,0.165748386,14,0.425815314
0.901442438,45.13411941,0.0012065,0.0695,0.507340494,0.118146964,0.097517659,1.531375073,0.18379687,0.324922226,0.003117504,20.73484641,0.590909091,1,0.636363636,11,0.301511345,11,0.504524979
0.841879766,34.0304249,0.0011765,0,0.512933654,0.134107836,0.132545222,1.640511635,0.21992389,0.195564338,0.001533857,17.57506891,0.775,1,0.8,10,0.248607232,10,0.421637021
0.854319687,29.65458071,0.085689503,0,0.487969064,0.129471781,0.062775952,3.071722912,0.182416767,0.246242153,0.000185675,25.4578896,0.71875,1,1,8,0.160217486,8,0
0.82192941,54.0205063,0.000134,0.3,0.505567053,0.139487117,0.14187926,1.551465785,0.318793474,0.39694656,0.003501534,17.96557178,0.75,1,0.866666667,15,0.231455025,15,0.351865775
0.847427018,50.58234926,5.55E-05,0.19415,0.508295424,0.12145609,0.106650767,1.608177865,0.264874994,0.35314674,0.003456857,19.52409376,0.692307692,1,0.692307692,13,0.291437639,13,0.480384461
0,0,1.147240534,0.2,0.431764631,0.14304549,0.281533555,1.567981189,0.211375454,0.969520392,0,28.44024278,0.446428571,1,0.357142857,14,0.26272557,14,0.497245158
0.861263567,33.63631187,0.0042815,0,0.517571884,0.121755738,0.05052258,1.75195755,0.194416531,0.253627274,0.001642139,18.40747184,0.727272727,1,1,11,0.284045451,11,0
0,0,0.0150795,0.04,0.204218532,0.250000028,0.077177221,1.699945965,0.333847471,5.769832492,0,23.40606372,0.729166667,0.7,0.666666667,12,0.198240365,12,0.492365964
0.850595577,51.63986413,0.029908501,0.159,0.491515945,0.137448525,0.013292871,1.49543816,0.280595269,0.457655564,0.000277222,17.90075211,0.797619048,1,0.857142857,21,0.187400767,21,0.358568583
0.819708745,44.27600168,0.014792,0.4617,0.510887376,0.094272524,0.157286803,1.692757977,0.237813092,0.230075604,0.000413933,23.03276395,0.4375,1,0.25,12,0.339200263,12,0.452267017
0,0,0.315618512,0.0899,0.217587548,0.048555662,0.02123205,1.699946028,0.070322061,0,0,38.65391734,0.428571429,0.9,0.428571429,7,0.237797433,7,0.534522484
0.658024714,112.2875521,0.034480501,0,0.33477106,0.307122066,0.026951584,1.650659137,0.261701637,0.981305154,0.00171392,26.66500153,0.730769231,1,0.846153846,13,0.189888631,13,0.375533808
0.647014227,43.37732695,0.572305519,0.49626,0.449771877,0.121947989,0.192690352,2.821280478,0.359941011,6.417268143,0.000300329,30.24033652,0.35,1,0.1,10,0.293446948,10,0.316227766
0.665516701,107.3449282,0.070125503,0,0.302167033,0.239816579,0.228449593,1.699945997,0.202477349,1.707725569,0.004934301,25.8339428,0.6,1,0.6,20,0.235081173,20,0.50262469
0.67043553,108.3510722,0.015522,2.22E-16,0.363009695,0.13826986,0.10841608,1.567328903,0.106585665,1.14798382,0,41.38472578,0,0.2,0,25,0,25,0
0.694550267,136.3214917,0.046525501,0.06424,0.29875657,0.261676813,0.263722166,1.638034847,0.264126616,1.093914852,0.002323679,29.51811241,0.671875,0.5,0.625,16,0.25361963,16,0.5
0.748792362,154.2740174,0.0009485,0.0793,0.339136453,0.176669524,0.150676141,1.570795174,0.369633699,7.856135095,0.00300401,22.49028413,0.703125,1,0.625,16,0.227646473,16,0.5
0.789921616,160.9806181,0.036974001,0.1566,0.249509483,0.11785493,0.16039275,1.570795456,0.413057742,59.27585636,0.00485564,20.0739043,0.770833333,1,0.916666667,12,0.225084159,12,0.288675135
0.791425254,195.4485182,0.0057785,0.161,0.316900233,0.242375023,0.063030534,1.454231493,0.287394944,2.69435405,0.006703466,29.24162206,0.722222222,1,0.555555556,18,0.240845461,18,0.511309993
0.662728922,99.17512456,0.0061145,2.22E-16,0.321538463,0.099944687,0.024900546,1.484701638,0.266202695,14.61987385,0.001882458,21.49345342,0.886363636,1,0.909090909,11,0.130558242,11,0.301511345
0,0,0.275576008,0,0.306805263,0.223615566,0.044278181,1.433883158,0.256806722,10.38838334,0,20.25107228,0.795454545,1,0.727272727,11,0.218465724,11,0.467099366
0,0,0.030426502,0.007,0.262605661,0.104629937,0.109851427,1.65889817,0.342973999,18.4246627,0,22.06562909,0.840909091,1,0.909090909,11,0.168549966,11,0.301511345
0,0,0.712658014,0.077,0.335316732,0.221313032,0.049473174,1.659915768,0.250760523,62.90991101,0,18.33184246,0.698275862,0.9,0.586206897,29,0.204626296,29,0.501230014
0,0,0.666244521,1.25476,0.299575081,0.186052651,0.059092476,1.5707927,0.42220126,3.006095802,0,26.7054929,0.71875,1,0.3125,16,0.256173769,16,0.478713554
0.829411857,33.56832472,0.018591501,0,0.522892206,0.118526334,0.080227571,1.540090349,0.141350755,0.218932,0.000689755,21.17551365,0.764705882,1,0.764705882,17,0.206734058,17,0.437237316
0,0,0.0009195,0,0.16001893,0.372707787,0.093133694,1.547993136,0.261692053,0.714359781,0,25.2455345,0.675,1,0.9,10,0.168737139,10,0.316227766
0.619728673,67.13609283,0.861900528,0.17619,0.35700728,0.166679652,0.119570389,1.548969129,0.189885007,1.985628684,0,24.78788868,0.384615385,0,0.230769231,13,0.299572345,13,0.43852901
0.784640205,165.562129,0.0115505,1.42516,0.398478512,0.353810978,0.089425309,1.570793673,0.481290882,2.918792384,0.002721446,31.09908538,0.705882353,1,0.647058824,17,0.282777714,17,0.492592183
0.917195429,38.45628779,0.0015125,0,0.515525606,0.159418245,0.074444033,1.91339954,0.140308587,0.334440762,0.003080415,26.97275413,0.725,1,0.7,10,0.218898759,10,0.483045892
0.853038879,33.911347,0.001896,0,0.506658401,0.218281605,0.072014462,1.639992694,0.072593741,0.169124296,0.001623469,32.18335084,0.65,0.9,0.9,10,0.210818511,10,0.316227766
0,0,2.81E-31,3.159045946,1.14E-16,0.499871624,0.499797751,1.589824514,7.05E-09,0,0,34.24257755,0.071428571,1,0,7,0.121987509,7,0
0,0,0.896424528,0.5099,0.309124377,0.118791653,0.143241028,1.648943568,0.436324967,2.416590431,0,25.58732361,0.384615385,0,0.230769231,13,0.299572345,13,0.43852901
0.850620922,32.36256675,0.109551504,0,0.539671684,0.121215491,0.084080094,1.631893018,0.226534517,0.271578526,0,18.72115264,0.596153846,1,0.615384615,13,0.280224269,13,0.506369684
0.749323152,52.10586587,0.481449515,1.6318,0.487286971,0.223985653,0.17940423,1.955299548,0.178240602,2.228431584,0,32.16945692,0.5,0.8,0.230769231,13,0.288675135,13,0.43852901
0,0,0.425073514,0.07923,0.202035835,0.177829316,0.075390994,1.856672633,0.240101969,13.76617748,0.000363595,23.80378177,0.734375,1,0.8125,16,0.170018381,16,0.403112887
0.677989681,125.7109625,0.0010085,0.05215,0.320583534,0.154116456,0.336243166,1.57195179,0.10421722,1.80197179,0.000713634,40.97066779,0.25,1,0.066666667,15,0.163663418,15,0.25819889
0.634703746,87.2569598,0.251445508,0,0.367647924,0.035592483,0.240136927,1.253025592,0.168181916,3.041615495,0.00154529,32.42441003,0.445652174,1,0.391304348,23,0.260643018,23,0.499010879
0,0,0.044498001,0.04768,0.217178292,0.105739452,0.12587376,1.585740475,0.307272854,21.74297156,0,20.04678646,0.653846154,1,0.692307692,13,0.240192231,13,0.480384461
0.662967448,100.7238725,0.027579501,0,0.303940474,0.223599688,0.011320311,1.564892272,0.27724176,14.95449943,0.002478708,21.57494828,0.6875,1,0.75,8,0.221601315,8,0.46291005
0,0,0.035745501,0,0.230547308,0.176800908,0.12437187,1.570794857,0.268338457,6.664353576,0,20.26804594,0.7375,1,0.8,20,0.262515664,20,0.410391341
0,0,0.614445517,0.377,0.287433832,0.18810474,0.246261493,1.641201276,0.493186958,6.559834855,0,24.56655114,0.455882353,1,0.235294118,17,0.35614356,17,0.437237316
0,0,0.539964516,0,0.178708268,0.181947284,0.158827754,1.732400553,0.336109878,1.98784652,0,24.08914053,0.571428571,0.9,0.5,14,0.228468383,14,0.518874522
0.647698266,100.6828764,0.0034385,9.68E-14,0.324266834,0.331867118,0.204794575,1.361849161,0.198275619,1.195093964,0,22.27702033,0.5625,1,0.5,24,0.278290589,24,0.510753918
0.8079765,41.05595861,0.030066,3.51E-14,0.507067657,0.153417444,0.035917806,1.496692987,0.132421221,0.255163149,0,26.57322189,0.711538462,0,0.846153846,26,0.280109869,26,0.367946484
0.86669708,200.2573578,0.0231995,1.357,0.38197187,0.305208449,0.007044896,1.570793673,0.500125633,2.487199533,0.005085497,27.10763272,0.705882353,0.9,0.529411765,17,0.237751415,17,0.514495755
0.663506713,109.5938323,0.001032,0.000976563,0.324130415,0.350464302,0.034381038,1.570687344,0.003478508,0.813175633,0.002941643,46.84204874,0.176470588,0,0.117647059,17,0.192935908,17,0.332105582
0.834942729,38.94963038,0.107689503,0.00365,0.462049544,0.224749075,0.220503138,1.52215401,0.067981879,5.046924504,0,17.6992279,0.390625,1,0.4375,16,0.302334666,16,0.512347538
0.815054802,73.07558453,0.006432,0.3956,0.479238278,0.230681958,0.006550462,1.503492172,0.115217987,7.867043371,0.004189835,18.93195654,0.642857143,1,0.714285714,14,0.289467112,14,0.468807231
0,0,2.003114062,0.034589,0.542945729,0.325683626,0.06483057,1.637438256,0.026268711,0.181358726,0,46.99027519,0.365384615,0,0.384615385,13,0.316481052,13,0.506369684
0,0,1.268121129,0.13366,0.673424716,0.1296205,0.389921369,2.963761999,0.014677836,0.001221152,0,44.06431172,0.375,0,0.6,10,0.270030862,10,0.516397779
0.836283623,37.87780652,0.022509501,2.22E-16,0.496563431,0.200921358,0.010188811,1.508250224,0.058833166,8.796663307,0.000228723,21.5925158,0.660714286,1,0.928571429,14,0.232195683,14,0.267261242
0.879139914,58.91124723,0.050823502,0.3154,0.505976309,0.139486609,0.286195444,1.557330977,0.101814697,6.032547045,0,17.82769797,0.55,1,0.4,10,0.307318149,10,0.516397779
0.887895565,62.45096481,0.0003435,0.263,0.494380734,0.252988913,0.070068048,1.586694067,0.042322188,0.51006932,0.003882542,31.91201146,0.430555556,1,0.611111111,18,0.254453792,18,0.501631326
0.823797616,55.65825299,0.0136185,0.8027,0.506658401,0.232360112,0.315758479,2.778380449,0.060546542,0.303314209,0,31.95937977,0.366666667,1,0.2,15,0.325503273,15,0.414039336
0.808138443,35.9937679,0.100566002,0,0.52712118,0.124768363,0.197254386,3.014656332,0.057984099,0.281728655,0,19.87737948,0.632352941,1,0.882352941,17,0.156066068,17,0.332105582
0.854853535,62.28125293,0.0061845,0.2808,0.493562223,0.132801509,0.081205437,1.541579656,0.114644096,0.528586596,0.002843202,17.98248595,0.75,1,0.7,10,0.166666667,10,0.483045892
0.725013976,41.75428391,0.0250335,0,0.498882545,0.236387158,0.082419894,1.244612859,0.038265499,0.226070192,0,29.16613309,0.5,1,0.727272727,11,0.370809924,11,0.467099366
0.858593622,371.0045046,0.104904503,0.383,0.134372247,0.199716708,0.06841862,1.391076863,0.090555917,20.87520531,0.00056456,25.04622496,0.421875,1,0.25,16,0.25361963,16,0.447213595
0.936783774,57.36795877,0.0028365,0.1327,0.487832645,0.198579378,0.135642493,1.609773724,0.049068094,0.447725008,0.000485807,26.92141645,0.678571429,0.5,0.857142857,14,0.267261242,14,0.36313652
0,0,0.910667188,2.22E-16,0.637273807,0.349522168,0.109040695,1.415660512,5.89E-05,0.000586807,0,50.0792095,0.034090909,0.9,0.045454545,22,0.087812522,22,0.213200716
0.891200831,60.07446085,0.0012065,0.20289,0.491243108,0.130018371,0.095015914,1.481342257,0.108057155,0.555619011,0.003966483,17.39395331,0.697368421,1,0.842105263,19,0.196831629,19,0.374634325
0.842802105,39.1535016,0.0076565,0,0.505976309,0.16758667,0.084851521,1.650281154,0.05058194,0.223430273,0.001366477,20.405267,0.5,1,0.555555556,9,0.330718914,9,0.527046277
0,0,1.944458445,0,0.466068558,0.354258323,0.440642159,3.071163112,5.47E-13,9.21E-05,0,44.35087535,0,0,0,4,0,4,0
0.859567336,36.63128916,0.0010995,0,0.501338079,0.129024261,0.105052967,1.539674252,0.072202842,0.229722497,0.002487794,16.97064036,0.708333333,1,0.833333333,12,0.257464325,12,0.389249472
0.847543332,68.23125021,0.011193501,0.3,0.480329626,0.129878495,0.07493877,1.567991311,0.116046107,0.639045704,0.00303954,17.49850651,0.589285714,1,0.785714286,14,0.232195683,14,0.425815314
0,0,0.0014,0,0.043244673,0.380349595,0.230503196,1.607342436,0.000541034,0.32070211,0,16.9523726,0.681818182,1,0.363636364,11,0.196561348,11,0.504524979
0.694044218,42.19148068,0.0094245,0.00433,0.487014134,0.119112583,0.235621436,2.771668416,0.064691812,0.211269963,0.000422226,23.35488202,0.583333333,1,0.916666667,12,0.268271685,12,0.288675135
0.791766456,226.9855873,0.151534505,0.2715,0.126869229,0.289371591,0.165832859,1.732400553,0.031675264,19.0726573,0.006978729,20.07309128,0.647058824,1,0.764705882,17,0.266030184,17,0.437237316
0.895513301,229.3124158,0.433864514,1.124,0.143648707,0.213617693,0.109457814,1.544701657,0.154593167,96.48877922,0,16.67710812,0.472222222,1,0.333333333,9,0.403973321,9,0.5
0.90678282,54.93301016,0.026508501,0.239,0.509386772,0.189286387,0.124003474,2.052166842,0.076442945,0.418804036,0.001277095,22.77874828,0.675,0.8,0.9,10,0.264837476,10,0.316227766
0.941488393,51.5552533,0.010658001,0.0669,0.50679482,0.135021426,0.073731797,1.674538742,0.089368228,0.366058161,0.001396604,17.41133076,0.5,1,0.466666667,15,0.313391585,15,0.516397779
0.615765813,129.2114403,0.011938501,0,0.217723966,0.15920464,0.138388833,1.472615487,0.028050121,1.828385071,0.002782688,32.71385114,0.588235294,0,0.705882353,17,0.26429707,17,0.469668218
0,0,0.586362519,0.521,0.459321173,0.171491413,0.347332339,2.721814796,0.060352414,0.750378688,0,39.5885062,0.525,1,0.9,10,0.248607232,10,0.316227766
0.630355028,101.8172875,0.111798003,0,0.144057963,0.278753489,0.078487046,2.147340194,0.039608547,33.41905128,0.001319263,21.44771773,0.458333333,0,0.555555556,18,0.300122524,18,0.511309993
0,0,0.0073955,0,0.065617311,0.221386198,0.00521923,1.453494557,0.073041138,11.49930012,0,11.61192071,0.673076923,1,0.846153846,13,0.213712604,13,0.375533808
0,0,0.147453505,0.0314,0.16192879,100,100,2.505488579,0,0,0,52.11281181,0,0,0,6,0,6,0
0.652694761,120.155689,0.0066185,0.0464,0.195487746,0.223300546,0.013955898,1.634741992,0.004695868,3.750199436,0.000681846,25.16531022,0.711538462,1,0.692307692,13,0.138675049,13,0.480384461
0.755126045,57.82353237,0.0278145,0.245,0.473099444,0.161950522,0.064327555,1.657035619,0.078709007,0.507807604,0.001015594,21.38772034,0.583333333,1,0.666666667,15,0.224933853,15,0.487950036
0.882333471,58.23236546,0.017912001,0.1484,0.482375904,0.143704145,0.02032108,1.536310047,0.105080014,0.479671419,0.002624974,17.86976801,0.517857143,1,0.571428571,14,0.267902926,14,0.513552591
0,0,0.0091595,0.004,0.101222546,0.353627562,0.041872803,1.471097619,0.061320307,10.44109437,0,13.63248263,0.666666667,1,0.583333333,12,0.268271685,12,0.514928651
0.605713744,95.16019913,0.015038001,2.22E-16,0.153743678,0.202109262,0.055270157,1.57081208,0.066116916,6.283480488,0.002666289,18.42160942,0.777777778,0.9,0.777777778,18,0.307849382,18,0.427792632
0,0,0.049815502,0.3,0.050065599,0.252003753,0.020543992,1.584066297,0.089016884,0,0,11.02055267,0.75,1,0.5,10,0.288675135,10,0.527046277
0.799047834,352.3316934,0.330632011,1.8187,0.147877682,0.135403652,0.119803607,1.676573021,0.139795654,15.40017084,0,19.90809967,0.583333333,1,0.555555556,9,0.216506351,9,0.527046277
0.891814328,62.38954826,0.0032255,0.2165,0.487969064,0.142383491,0.148865276,1.521760433,0.0975888,0.536321795,0.00335401,18.99687528,0.611111111,1,0.777777778,9,0.30900827,9,0.440958552
0,0,2.980365792,0.0067,0.666939504,0.357555022,0.237005632,1.662560703,0.012355032,0,0,43.68377452,0.230769231,0,0.153846154,13,0.259437261,13,0.375533808
0,0,0.239025507,0.3603,0.113090958,0.216944209,0.295043949,1.439248661,0.10771374,25.90451569,0,26.60858874,0.461538462,1,0.461538462,13,0.320256308,13,0.518874522
0.794837048,78.35081238,0.015949501,0.4667,0.475554978,0.182065607,0.044961716,1.585713175,0.095352553,0.737027806,0.003618098,23.58734468,0.71875,1,0.875,8,0.247757802,8,0.353553391
0.81261083,72.54263925,0.0248235,0.3525,0.473508699,0.214600125,0.070340314,1.723391248,0.070301158,0.624918166,0.002701598,28.04640134,0.625,1,0.75,16,0.223606798,16,0.447213595
0.78812364,72.83212201,0.037980501,0.4605,0.483467253,0.265563739,0.208179703,1.611116626,0.045377067,0.794995887,0.00105452,33.59471989,0.342105263,1,0.315789474,19,0.266282618,19,0.477566933
0.961316092,50.64924682,0.032078001,0.0185,0.510614539,0.1384945,0.063958603,1.535447034,0.090826562,0.418733919,0,16.78325353,0.6875,1,0.833333333,12,0.241326825,12,0.389249472
0.766905227,46.21334249,0.0135105,0.1341,0.497654779,0.189146484,0.123262925,1.408454511,0.051949993,0.283228139,0.001330828,26.32599609,0.660714286,1,0.642857143,14,0.232195683,14,0.497245158
0,0,2.339169319,2.094,0.438921272,0.295775805,0.079525229,1.791956846,0.023749579,0.013725782,0,45.62483416,0.041666667,0,0,6,0.102062073,6,0
0,0,0.062766502,0.0893,0.085261578,0.372724608,0.058795258,1.625919973,0.019082555,1.907786685,0,20.73878008,0.615384615,1,0.692307692,13,0.332531086,13,0.480384461
0,0,0.851158525,0.1299,0.403116741,0.339988137,0.184333539,2.185499898,0.018245107,5.382927177,0,43.34893793,0.265625,1,0.25,16,0.309148697,16,0.447213595
0.796022085,38.77044789,0.010129501,0,0.485377112,0.215027363,0.212063038,3.072599797,0.073335516,8.042689665,0.001213818,16.8065474,0.636363636,1,0.818181818,11,0.359924234,11,0.404519917
0.897158788,39.23217653,0.0022505,0,0.493698642,0.139433092,0.091625132,1.474431054,0.073168271,0.246672839,0.002152718,17.65118094,0.583333333,1,0.6,15,0.261634059,15,0.507092553
0.868086609,36.9371854,0.456066514,0.1839,0.537625407,0.134932683,0.371185082,2.814387773,0.052725088,11.78925735,0.006299722,31.87806436,0.3125,1,0.5,8,0.258774585,8,0.534522484
0,0,0.057438501,0.445253749,0.07680363,0.374805688,0.011540738,1.463483619,7.28E-13,5.385168609,0,11.93075324,0.772727273,1,0.545454545,11,0.207802354,11,0.522232968
0,0,0.125263504,-2.22E-16,0.136282107,0.204128589,0.063101495,2.069150155,0.071513669,8.938761295,0,28.87594953,0.625,0.4,0.571428571,14,0.213712604,14,0.513552591
0.421166426,14.14232522,0.079448002,2.877305792,0.568592412,0.476844063,0.009001719,1.829104754,0.032175795,0.665799834,0,13.74482389,0.5125,1,0.6,20,0.30859401,20,0.50262469
0.855652113,67.01591506,0.0043895,0.30515383,0.48551353,0.119929918,0.159451782,3.071031267,0.114826301,0.524679792,0.003367749,18.36317745,0.525,1,0.7,20,0.279802562,20,0.470162346
0,0,0.0220155,0.051920245,0.087989949,0.391016276,0.221679162,1.362442319,0.048747141,17.37551782,0,9.816391952,0.526315789,1,0.526315789,19,0.310630372,19,0.512989176
0.264250572,19.49229578,0.518818518,2.288639145,0.325767438,0.108115294,0.477212089,1.433786793,0.028078734,0.881091796,0,31.06401948,0.116666667,0,0.066666667,15,0.159985118,15,0.25819889
0.253524366,3.42866104,0.034944001,0.00365,0.629435074,0.058641258,0.006523058,1.793051071,0.039662063,10.18661774,0,34.15889303,0.865384615,1,1,13,0.281650356,13,0
0.009873764,0.116541875,0.0009015,0.1152,0.694915966,0.152261033,0.182863101,1.503492172,0.050204357,3.27E-05,0,24.90340408,0.821428571,1,1,7,0.188982237,7,0
0,0,0.243744008,0.0346,0.535306291,0.083622556,0.136580212,1.52039797,0.042807452,1.62276751,0,31.90306791,0.666666667,1,0.666666667,6,0.25819889,6,0.516397779
0.814137458,39.82648028,0.369285509,0.1336,0.471326003,0.065035542,0.315059666,1.547880932,0.072291385,5.587725792,0,42.78870372,0.589285714,1,0.571428571,14,0.303934818,14,0.513552591
0,0,0.0136295,0.235,0.723291018,0.052357126,0.086458527,1.616105925,0.044661896,0.144060882,0,27.09375581,0.875,1,1,10,0.131761569,10,0
0,0,0.297818009,0.144,0.548266052,0.054152825,0.070677684,1.534341655,0.053752295,1.82690031,0,36.34830395,0.652777778,1,0.777777778,18,0.273039656,18,0.427792632
