PointArng,TriangleSize,Extension,Spread,Limit,PerpSym,ParallelSym,OrthoNorm,Volume,GraspIt_Volume,GraspIt_Epsilon,Energy,Turk_SuccRate,Pysical_Test,Turk_LikeRate,Turk_SuccCnt,Turk_SuccStderr,Turk_LikeCnt,Turk_LikeStderr
0.870309844,64.73480724,0.0231045,0.802,0.522210113,0.155409897,0.424899543,2.649096961,0.057825985,3.186492259,0,37.34954822,0.5375,0.6,0.35,20,0.272355708,20,0.489360485
0.073579884,0.834309606,0.0053195,0,0.711013351,0.151473424,0.026568721,1.708768118,0.047513057,0.000871768,0,18.23001534,0.886363636,1,0.909090909,11,0.303389938,11,0.301511345
0.013605083,0.18329424,0.0147935,0.286,0.662721194,0.100631374,0.046390225,1.495998863,0.054081337,2.438643603,0,25.92160255,0.916666667,1,0.666666667,9,0.125,9,0.5
0.364178254,3.788699105,0.0005705,2.22E-16,0.751120397,0.149286441,0.035240639,1.533803334,0.041060381,0.007140019,0,16.3790155,0.763888889,1,0.833333333,18,0.234398828,18,0.383482494
0.346090776,5.539399384,0.021237501,0,0.62970791,0.146204119,0.246669082,1.204153427,0.046375409,0.038047267,0,24.30217086,0.720588235,1,0.529411765,17,0.195303309,17,0.514495755
0.723554458,19.55104728,0.0271685,0.183,0.552222189,0.128187907,0.129713329,1.354823209,0.047707749,0.311788447,0,31.18996604,0.589285714,1,0.571428571,14,0.287682097,14,0.513552591
0,0,0.348084511,0.1273,0.495335664,0.055786354,0.017077264,1.524701171,0.060737021,0.446849017,0.001570833,37.86515733,0.692307692,1,0.692307692,13,0.253184842,13,0.480384461
0.097392913,1.167704571,0.0074915,1.55E-15,0.705010936,0.151500664,0.254913553,1.740044144,0.049092412,0.002697492,0,19.64339914,0.75,1,0.733333333,15,0.283473355,15,0.457737708
0.284281922,3.265036337,0.0030395,0.1138,0.725473715,0.149884264,0.116121194,1.681507051,0.051116583,0.006154063,0,18.8666937,0.888888889,1,0.944444444,18,0.127827498,18,0.23570226
0.864345964,21.39670346,0.0013205,0.006,0.551812933,0.114622318,0.034467613,1.649021488,0.032538679,0.117263124,0,28.25814012,0.704545455,1,0.772727273,22,0.239498032,22,0.428932027
0.833027178,31.79768121,0.01115,0,0.511296631,0.06783571,0.037675606,1.340554202,0.009175095,0.206246527,0,48.05312115,0.30952381,0,0.19047619,21,0.248806676,21,0.402373908
0,0,0.048591502,0,0.390156981,0.105151981,0.5,2.989414166,0.060147517,0.301567079,0,31.18607808,0.666666667,1,0.5,12,0.221906341,12,0.522232968
0.196075759,2.157679368,0.000258,0.095,0.727247156,0.151507199,0.056879865,1.606059446,0.050730387,0.001606373,0,25.30439468,0.903846154,1,1,13,0.126592421,13,0
0.096121661,1.083504601,0.001256,0,0.713468885,0.126640403,0.12527402,1.448754679,0.037878857,0.179162908,0,19.80939526,0.923076923,1,0.846153846,13,0.120096115,13,0.375533808
0.186664061,2.051259242,0.0001295,0,0.723836693,0.124193853,0.114766756,1.66261349,0.041936706,0.225962455,0,16.44126751,0.944444444,1,0.888888889,9,0.110239638,9,0.333333333
0.214093458,2.332693086,0.0005255,4.44E-16,0.74252603,0.151040576,0.039760701,1.52371788,0.046315309,0.006687952,0,26.87569898,0.931818182,1,0.909090909,11,0.116774842,11,0.301511345
0.214461698,1.965735273,0.0004875,0.0334,0.752211746,0.151557604,0.023059911,1.530803189,0.045696985,0.003170189,0,18.8135968,0.839285714,1,0.928571429,14,0.158330923,14,0.267261242
0.27682852,3.151466357,0.0021125,0.0713,0.71387814,0.111323436,0.05184486,1.486066351,0.040124584,1.225911977,0,32.33906273,0.9375,1,0.833333333,12,0.113066754,12,0.389249472
0.551703921,9.193805446,0.0036555,0.0022,0.624524007,0.143196431,0.057153044,1.590330945,0.036715688,0.044921053,0,33.6650308,0.805555556,1,0.888888889,18,0.278593573,18,0.323380833
0,0,0.053076501,0.333,0.484831437,0.10464628,0.238674515,2.542436766,0.114852764,0.595477122,0,37.52319854,0.475,0.7,0.2,10,0.29930475,10,0.421637021
0.496641261,3.792946293,0.0023555,0,0.744708727,0.112565677,0.095417071,1.567040723,0.044243781,1.130612517,0,15.51664488,0.883333333,1,0.933333333,15,0.159985118,15,0.25819889
0.091583771,1.194080407,0.0157745,2.22E-16,0.681274113,0.151507719,0.224963389,1.826609526,0.041809576,0.002510786,0,20.42815347,0.916666667,1,0.916666667,12,0.123091491,12,0.288675135
0.77289576,14.189787,0.33201351,0.164,0.615247547,0.056681238,0.120066487,1.682887718,0.024557032,0.213380112,4.05E-05,48.99294651,0.25,1,0.125,16,0.241522946,16,0.341565026
0.573564043,7.747549603,0.117387502,0.0066,0.620567869,0.088496162,0.07761673,1.646664822,0.031073507,0.652473117,0,31.76051236,0.602272727,1,0.727272727,22,0.263437565,22,0.455842306
0.266869546,3.07522973,0.0178895,0.058,0.690959828,0.067245129,0.198376336,1.520058024,0.039139971,5.92276889,0,19.04994958,0.85,1,0.733333333,15,0.227564747,15,0.457737708
0,0,0.29031051,0.145,0.528212528,0.065556122,0.011071958,1.433627078,0.055733221,1.905973157,0,39.29785477,0.694444444,1,0.888888889,9,0.300462606,9,0.333333333
0.194464434,2.192974014,3.15E-05,0,0.732976734,0.151462637,0.074802463,1.579178019,0.045779394,0.002106148,0,25.53469676,0.909090909,1,1,11,0.126131245,11,0
0.350178013,3.644335085,0.002366,2.22E-16,0.742116775,0.122801825,0.040393756,1.583615558,0.047437477,0.206410541,0,28.48588042,0.941176471,1,1,17,0.109309329,17,0
0.287427601,3.25577034,0.0032235,2.22E-16,0.719880555,0.120989379,0.160846635,1.471332635,0.043397255,0.295231145,0,21.86785089,0.75,1,0.333333333,3,0,3,0.577350269
0.279095726,2.968878614,0.050162001,0.19,0.680864857,0.061914441,0.025486358,1.608990099,0.049654389,5.544558965,0,26.1904089,0.807692308,1,0.923076923,13,0.231702174,13,0.277350098
0,0,0.013958,0.214,0.710331259,0.15148179,0.115251591,1.483030048,0.052143742,2.99E-06,0,21.20564228,0.923076923,1,0.923076923,13,0.213712604,13,0.277350098
0.775771145,46.25929396,0.0039605,0.1136,0.50038315,0.163024293,0.432999785,3.034946282,0.02066173,0.818409526,0,36.40194232,0.652777778,1,0.5,18,0.273039656,18,0.514495755
0,0,0.554238517,0.08,0.592874909,0.051158446,0.119431372,1.429563114,0.036942594,0.192735661,0.000967064,44.88659849,0.565789474,1,0.473684211,19,0.351999302,19,0.512989176
0.229023763,2.198536049,0.0115235,0.0123,0.72042623,0.067793158,0.074970107,1.523326696,0.046583081,0.933137596,0,18.99237692,0.85,1,0.933333333,15,0.158113883,15,0.25819889
0,0,0.079538002,0.465,0.536670477,0.071895781,0.321711735,3.072043087,0.084943715,0.355441053,0,33.2021767,0.638888889,0.6,0.666666667,9,0.220479276,9,0.5
0.931752589,17.83201168,0.040708501,0.384,0.556178326,0.089407659,0.354585373,2.977022728,0.054816502,1.209767649,0.002326344,31.37082688,0.4375,1,0.625,8,0.291241186,8,0.51754917
0.982276171,19.91096986,0.0018305,0.296,0.544855588,0.003039484,0.312881294,2.988186733,0.053051827,0.084330606,0.00177515,32.58177109,0.5,1,0.307692308,13,0.306186218,13,0.480384461
0.103677879,1.341038871,0.0049415,0.017,0.67963709,0.151375388,0.071765105,1.392837344,0.041081487,0.005396102,0,26.40982633,0.888888889,1,1,9,0.131761569,9,0
0.213064218,1.359258803,0.011816001,0.137,0.701327636,0.118525837,0.017765586,1.692249971,0.037232866,0.15001881,0,25.74889476,0.85,1,0.8,15,0.184197099,15,0.414039336
0,0,0.093588503,0.088,0.655354593,0.064238754,0.044919815,1.612845311,0.043357418,2.402532233,0,28.61094689,0.946428571,1,1,14,0.106453828,14,0
0,0,0.075276502,0.086,0.677045139,0.100996258,0.107065082,1.487580145,0.035603091,0.061528617,0,17.88816641,0.907894737,1,0.947368421,19,0.123898657,19,0.229415734
0,0,0.013783501,0.227,0.664631052,0.151466478,0.127115345,1.794540977,0.049353305,0,0,25.80284523,0.770833333,1,0.75,12,0.225084159,12,0.452267017
0,0,0.791844524,0,0.526848343,0.15228698,0.201233824,1.812972807,0.041196184,0,0,26.26567075,0.5,1,0.363636364,11,0.273861279,11,0.504524979
0.602630754,9.594380169,0.0013115,0,0.599013743,0.143707541,0.018989167,1.553289129,0.046577031,0.05464885,0,32.89494317,0.821428571,1,0.928571429,14,0.152812461,14,0.267261242
0,0,0.372324511,0.003,0.49574492,0.050582555,0.092806661,1.399204376,0.046027901,2.222922256,0.000386528,36.70291032,0.733333333,1,0.8,15,0.290729788,15,0.414039336
0.849584963,30.17645065,0.046695501,0,0.497381941,0.061308228,0.030321567,1.542732213,0.028251713,0.405045779,0.001392203,44.20440592,0.480769231,1,0.615384615,13,0.330112646,13,0.506369684
0.094871857,1.209630622,0.0104795,0,0.682774717,0.151439795,0.077008585,1.792655308,0.048735493,0.000992264,0,27.36089502,0.910714286,1,0.857142857,14,0.12431129,14,0.36313652
0,0,0.84458249,1.573521992,0.669059323,0.197783954,0.485335142,2.706839636,0.001158499,0,0,44.49772907,0,0,0,3,0,3,0
0,0,2.66011872,2.22E-16,0.626633162,0.101825734,0.085118143,1.798599668,0.033704997,0,0,48.18405237,0.426470588,0,0.176470588,17,0.212218672,17,0.392952624
0.72472619,42.40713,0.0119895,0.065901054,0.4698254,0.08051715,0.424559147,2.924379164,0.023505246,1.03529062,0,38.25425596,0.65,1,0.8,10,0.210818511,10,0.421637021
0,0,0.810650118,2.702304722,0.657736585,0.241464872,0.409526515,2.420178531,0.014075344,0.000281154,0,41.11683161,0.071428571,0,0,7,0.121987509,7,0
0.686248571,95.04868418,0.010536001,0.007,0.372831829,0.043164396,0.164213372,1.8075101,0.094322285,7.93685577,0.000102762,11.98609094,0.625,1,0.541666667,24,0.312771621,24,0.508977378
0.630317241,65.3507678,0.045090501,0,0.346912309,0.118161534,0.085492553,1.640999558,0.082546488,8.517761236,0.007058449,9.698043915,0.772727273,1,0.636363636,11,0.235969952,11,0.504524979
0.848494105,19.24660095,0.222822006,0.0345,0.51975458,0.260691221,0.188931964,1.711317802,0.00275123,0.515268601,0,47.96818209,0.65,1,0.8,15,0.324587651,15,0.414039336
0.721635754,175.434708,0.063896002,0.2931,0.323857578,0.209725144,0.274085845,1.660358132,0.0943236,19.43228251,0.002184394,27.10958006,0.366666667,0,0,15,0.159985118,15,0
0.640313398,19.12928152,0.012448501,0.0225,0.630662841,0.291071525,0.192980766,1.682616195,0.002079578,4.817057745,0.001301129,44.32059036,0.583333333,0,0.833333333,18,0.420084025,18,0.383482494
0.786770371,238.9456139,0.0089645,0.3154,0.271200027,0.105291871,0.201665853,1.777600448,0.141621109,31.31664107,0.0013318,18.58554715,0.557692308,1,0.384615385,13,0.231702174,13,0.506369684
0.886548695,212.8667221,0.194905506,0.263,0.305713914,0.139810903,0.097827636,1.406128995,0.109463035,24.50811707,0.012756937,18.30524323,0.7,0.2,0.4,10,0.25819889,10,0.516397779
0.753533927,187.1400843,0.033301501,0.2892,0.349504261,0.070718093,0.034662146,1.523187063,0.130069445,14.02523159,0,11.77154933,0.611111111,1,0.444444444,18,0.245881102,18,0.511309993
0.638251222,17.73288245,0.0005265,0,0.627798051,0.29497073,0.200028366,1.557283041,0.003130012,7.701087617,0.002698108,41.7759848,0.553571429,1,0.642857143,14,0.297078263,14,0.497245158
0.796331975,251.4578179,0.035376501,0.2825,0.304758985,0.118151443,0.003771384,1.547644216,0.177386685,3.23542573,0,15.24376569,0.546875,0.6,0.5,16,0.245267711,16,0.516397779
0.612216768,115.3991214,0.310329508,2.22E-16,0.273519142,0.020228385,0.239241653,1.502024467,0.093963596,11.02806963,0.004412921,17.65684233,0.25,1,0.058823529,17,0.233853587,17,0.242535625
0.892673065,102.393755,0.0015405,0.13,0.44854411,0.152298549,0.15743207,1.499096327,0.034581376,0.985114162,0,39.70989679,0.3,1,0.1,10,0.197202659,10,0.316227766
0.613328455,102.5707277,0.484802014,0.1826,0.403662415,0.120785618,0.015790285,1.976484245,0.076047416,0.94605297,0,26.33741071,0.215909091,0,0.090909091,22,0.235223482,22,0.294244943
0.850603339,174.2784899,0.026340501,0.1913,0.346503054,0.045369972,0.012806812,1.47732864,0.122131836,2.292614424,0,14.53528595,0.535714286,0.6,0.5,14,0.307863963,14,0.518874522
0.832700923,36.4172122,0.124287504,0,0.551540096,0.244350102,0.11605126,1.684388606,0.00821186,11.62846932,0.000982857,40.4780541,0.477272727,0,0.727272727,11,0.325087401,11,0.467099366
0.677319515,18.88195808,0.028323501,0,0.600650765,0.280323927,0.222601075,1.517026277,0.004134556,6.60491503,0.00126312,39.05292305,0.519230769,1,0.615384615,13,0.330112646,13,0.506369684
0.687502268,86.06250733,0.170055506,2.22E-16,0.320583534,0.127957569,0.169264646,1.556315144,0.069983567,11.64438518,0.011168194,12.83739807,0.775,1,0.8,10,0.184466197,10,0.421637021
0.866080112,163.2700839,0.012678,0.27256,0.385928007,0.168411497,0.000722291,1.464905891,0.143472224,2.131339014,0,10.24957894,0.75,1,0.625,8,0.231455025,8,0.51754917
0.631974089,99.01793545,0.60342052,2.22E-16,0.299029407,0.117728798,0.014496495,1.752477603,0.043436473,20.30184472,0.002151723,26.3596055,0.288461538,0,0.153846154,13,0.138675049,13,0.375533808
0.74936291,75.45306679,0.061656002,0.00419,0.400661207,0.123416526,0.020476078,2.027463788,0.04327348,0.751895497,0,39.5554498,0.134615385,0,0.076923077,13,0.194062506,13,0.277350098
0.659014657,130.9337085,0.079674503,0.04408,0.317036652,0.111544904,0.098848198,1.732400553,0.109375637,4.02529266,0.000100829,14.61037065,0.615384615,0.3,0.384615385,13,0.299572345,13,0.506369684
0.700390407,83.82519062,0.0014895,2.22E-16,0.385518751,0.125089119,0.00492268,1.553984969,0.102536799,1.0739242,0,6.336245459,0.704545455,1,0.545454545,11,0.312613616,11,0.522232968
0.687191372,85.80271202,0.379864511,2.22E-16,0.399433441,0.089950041,0.225882847,1.575167139,0.056545169,3.830501932,0.005527647,20.81262426,0.680555556,0,0.777777778,18,0.268513823,18,0.427792632
0.802610943,122.8143418,0.007262,0.0669,0.378424988,0.173955805,0.092452149,1.598411566,0.132468006,33.78654267,0.014318703,6.049000926,0.75,1,0.538461538,13,0.204124145,13,0.518874522
0.613285391,17.90414635,0.0041955,0,0.647851574,0.299733783,0.173231176,1.610390009,0.001978575,8.333583251,0.002887947,39.63813535,0.807692308,1,1,13,0.149786172,13,0
0.824640088,106.1822421,0.146064505,0.2882,0.45782057,0.139912608,0.088957712,2.503150341,0.067681162,2.454466422,0,34.03960352,0.227272727,0.8,0.181818182,11,0.284045451,11,0.404519917
0.644823779,91.66635577,0.021048,0,0.372422573,0.050366473,0.047768658,1.342997069,0.076277312,3.234620202,0,13.42934654,0.453125,0.7,0.5,16,0.277169473,16,0.516397779
0.676659504,166.372823,0.156243504,0.0596,0.295209688,0.107758876,0.038802443,1.630827424,0.051712691,6.257920636,0.004880219,30.89152421,0.295454545,1,0.090909091,11,0.269679945,11,0.301511345
0.756707562,28.02672695,0.086865502,0.0119,0.537079732,0.232284459,0.054422412,1.857354607,0.005974446,0.507029774,0,39.94323504,0.533333333,0.8,0.533333333,15,0.311486452,15,0.516397779
0.83444395,162.3008649,0.140194505,0.138,0.322084137,0.150111186,0.057749873,1.394699665,0.094727035,19.13876631,0.009747575,15.10859125,0.890625,0.8,0.875,16,0.181859607,16,0.341565026
0.758546546,118.2042987,0.413290513,0.1368,0.40229823,0.094696766,0.022758287,1.556860566,0.069717741,11.41927396,0.008437825,22.77546748,0.375,0,0.375,16,0.273861279,16,0.5
0.698331872,88.17690543,0.036856501,0,0.353596817,0.068911015,0.127991025,1.707967236,0.082407118,5.379416338,0,10.19019256,0.609375,0,0.5,16,0.302334666,16,0.516397779
0.690449476,90.06595321,0.074679503,2.22E-16,0.343638265,0.047035711,0.134132311,1.610242681,0.081514431,1.249902422,0.000543531,12.29127175,0.727272727,0,0.272727273,11,0.175162262,11,0.467099366
0.956699051,248.3151769,0.028509501,0.5853,0.309533633,0.091065011,0.09102742,1.39940915,0.217045654,20.20628568,0.00693887,12.76932944,0.482142857,1,0.071428571,14,0.229218692,14,0.267261242
0.829529385,272.1252738,0.265586008,0.802,0.290844295,0.056182264,0.134876464,1.281578664,0.186029337,13.17150955,0.006117401,23.37814483,0.307692308,0.5,0.076923077,13,0.253184842,13,0.277350098
0.704358086,86.23675188,0.0031415,0,0.377879314,0.177364298,0.062306664,1.466613832,0.073305401,1.024000059,0,7.613465161,0.846153846,1,0.769230769,13,0.240192231,13,0.43852901
0,0,0.840328441,2.22E-16,0.647778033,0.253951011,0.102366099,1.418179069,0.004063688,0.002866686,0,49.26278698,0.407894737,0,0.421052632,19,0.291196363,19,0.507257274
0.748137615,30.10640488,0.112488503,0.1887,0.559588789,0.260892744,0.16018248,1.219223637,0.011971062,16.5897508,0.003000829,41.62935338,0.479166667,1,0.416666667,12,0.327843043,12,0.514928651
0.519966386,141.6532318,0.604648517,0.3603,0.347048727,0.128804488,0.035760619,1.542548711,0.085603266,18.56262411,0,29.24150995,0.333333333,0,0.388888889,18,0.297044263,18,0.501631326
0.832026216,161.2943965,0.041478001,0.1477,0.345820961,0.04911815,0.079376309,1.585000949,0.117120666,3.576039065,0.000129361,13.99778334,0.575,0.6,0.3,10,0.264837476,10,0.483045892
0.832667565,166.9634776,0.048370502,0.2592,0.381835451,0.12043795,0.050558197,1.296809401,0.073988981,4.107958741,0.002059102,27.40456097,0.291666667,0,0.111111111,18,0.246296092,18,0.323380833
0.85879746,166.8236818,0.0012695,0.2343,0.364101043,0.153062788,0.072669356,1.402913881,0.1305811,16.09319666,0.002596276,10.30685959,0.575,1,0.7,10,0.289875452,10,0.483045892
0.443399885,6.638165258,0.0030905,0.0156,0.635437489,0.30272364,0.110152951,1.552314893,0.002736882,4.965213612,0.001995536,37.36404423,0.5,1,0.714285714,7,0.353553391,7,0.487950036
0.728192332,13.29482701,0.0019445,0.1125,0.650170689,0.299668258,0.108183708,1.53776589,0.002685832,1.340134682,0.000645978,39.81139181,0.46875,1,0.666666667,24,0.288478957,24,0.481543412
0.586473948,126.1675103,0.125688505,0.0865,0.296028199,0.130166422,0.01002414,1.507209725,0.07798243,9.350525016,0,15.40863616,0.433333333,0,0.4,15,0.319970237,15,0.507092553
0,0,2.379220243,0.129,0.405225896,0.237967781,0.176478501,1.606816407,1.00E-17,0.000189468,0,44.75418193,0.354166667,0,0.166666667,12,0.327843043,12,0.389249472
0.64965814,116.9123936,0.040080501,4.44E-16,0.323175485,0.160148695,0.132276185,1.454530841,0.032373919,5.397328974,0,36.79220784,0.15625,0.5,0.125,8,0.265165043,8,0.353553391
0.693365777,88.29993531,0.116642003,0,0.33204269,0.076375894,0.199174182,1.614193778,0.073486892,4.228416899,0.000781354,12.65487241,0.696428571,0.8,0.785714286,14,0.26272557,14,0.425815314
0.641974977,115.634205,0.0017405,5.55E-15,0.294391177,0.068010243,0.041731179,1.635702536,0.08017984,6.124337106,0.002780883,20.77176161,0.625,1,0.416666667,12,0.271778653,12,0.514928651
0.700708545,90.62503918,0.093282002,0.0098,0.337635849,0.188338513,0.273926699,1.533247964,0.082740717,16.94417199,0.010579654,10.67781395,0.410714286,0,0.357142857,14,0.270454441,14,0.497245158
0.688518969,96.23167383,0.020709501,0.00654123,0.348549331,0.030361809,0.162848114,1.518904721,0.065021521,1.01120117,0.002294741,19.55701519,0.5,1,0.454545455,11,0.295803989,11,0.522232968
0.639052991,97.78395191,0.366453513,0.01153004,0.323448323,0.095214528,0.016640241,1.935842471,0.08289369,5.215060265,0.001392881,22.53567157,0.525,0.9,0.3,10,0.248607232,10,0.483045892
0.392693652,83.14321847,0.007166,2.38,0.183210079,0.184579124,0.180827831,1.507003656,0.068136614,24.4169174,0,17.3088006,0.25,0,0.090909091,11,0.25,11,0.301511345
0.062744353,8.758901826,0.013958,2.8,0.242824975,0.278915933,0.133285635,1.600955629,0.02047905,0.033152549,0,9.603826539,0.392857143,0,0.357142857,28,0.356348323,28,0.487950036
0.923133124,234.7617253,0.101916503,0.9437,0.364783135,0.178307233,0.155259619,1.536565969,0.065208534,2.704915158,0,40.10775164,0.367647059,0,0.117647059,17,0.294714468,17,0.332105582
0,0,0,0,1,100,100,1.699946028,0,0,0,52.11281181,0,0,NaN,0,NaN,0,NaN
0.893414226,42.00550245,0.0023315,0.028,0.503520775,0.140659805,0.231894668,3.06279119,0.040863861,0.303578788,0,46.6440775,0.513888889,0,0.555555556,18,0.277491683,18,0.511309993
0.900693858,49.69138995,0.0043875,0.115,0.509932446,0.120786224,0.28204979,3.088352173,0.03927852,0.60463145,0.003002345,47.50116473,0.416666667,0.9,0.466666667,15,0.349319066,15,0.516397779
0,0,0.220773507,0.0163,0.411029016,0.194522696,0.006847964,2.882473229,0.114793969,0,0,42.76783269,0.484375,0,0.5,16,0.295363477,16,0.516397779
0,0,1.159712319,0.133,0.591027927,0.388137726,0.13727675,2.68057164,0.029266866,0,0,49.46075626,0.307692308,0,0.384615385,13,0.340860525,13,0.506369684
0.804488247,56.29456439,0.061334001,0.235,0.483057997,0.131863764,0.113510825,3.102317889,0.09618648,0.809690719,0.00170907,44.03714278,0.660714286,0,0.714285714,14,0.270454441,14,0.468807231
0.910677339,42.37412934,0.0010935,0.144,0.509113935,0.178306817,0.126985609,2.962488271,0.073746606,0.403382912,0.000483456,47.06067808,0.472222222,0.6,0.555555556,9,0.231990182,9,0.527046277
0.935447395,36.1527016,0.0024125,0.032,0.50774975,0.135661984,0.000286181,3.053376399,0.104845494,0.218079895,0.003260157,43.57029167,0.625,0.5,0.375,8,0.267261242,8,0.51754917
0.551156722,107.1958316,0.033912501,1.117,0.427126401,0.099576033,0.058533022,3.130139438,0.234781838,2.428314098,0.000823755,46.18515534,0.5,0.1,0.181818182,11,0.273861279,11,0.404519917
0.843260583,31.43425997,0.142615503,2.22E-16,0.480056789,0.182729995,0.005208927,3.137682429,0.09116538,0.264960888,5.97E-05,43.31123072,0.075,1,0,10,0.120761473,10,0
0.804062946,57.24354013,0.016854,0.272,0.49110669,0.119897879,0.118818503,3.141591327,0.09177736,1.132762211,0.002922938,45.06375295,0.5625,0.2,0.6875,16,0.266145324,16,0.478713554
0,0,0.020709501,0,0.030421331,100,100,3.069619684,0.006921634,0,0,45.43395498,0,0,0,4,0,4,0
0,0,0.348614012,0,0.272427795,0.324239197,0.110669311,2.536215347,0.240440195,0,0,43.55967068,0.382352941,0,0.294117647,17,0.294714468,17,0.469668218
0,0,0.005528,0.176,0.126596391,100,100,3.071213485,0,0,0,52.11281181,0,0,0,2,0,2,0
0,0,0.620511517,2.44E-15,0.363691788,0.183889712,0.237871749,2.304987909,0.107280928,0,0,46.46579386,0.318181818,0,0.090909091,11,0.275928186,11,0.301511345
0.887193509,49.63885593,0.0103805,0.113,0.496972686,0.124616218,0.110868144,3.071700303,0.092559909,0.530306059,0.001822586,44.84274953,0.431818182,0.9,0.545454545,11,0.196561348,11,0.522232968
0,0,0.264303509,0.5649,0.166430601,0.351762136,0.45235959,2.623348647,0.244450368,0,0,46.46285949,0.09375,0,0,8,0.129387292,8,0
0.867535319,35.53383373,0.0079385,1.33E-15,0.500246731,0.117069376,0.004324385,3.119405822,0.088350411,0.299376239,0.001920254,42.0989852,0.777777778,1,0.777777778,9,0.231990182,9,0.440958552
0.784015407,37.94570776,0.051066502,0.079,0.48551353,0.118628512,0.05524404,3.104780561,0.121410587,0.432558924,0.001529893,40.95539687,0.638888889,0,0.888888889,9,0.253448439,9,0.333333333
0,0,0.0007265,-1.33E-15,0.195760583,100,100,2.4827419,0.172498707,0,0,42.43416989,0.035714286,0,0,7,0.094491118,7,0
0,0,0.115503503,0.083,0.444724391,0.158692623,0.025776695,2.998534258,0.102365154,0,0,45.61795237,0.578125,0,0.625,16,0.236621181,16,0.5
0.748137502,69.02719297,0.013135501,0.464,0.482512322,0.128651785,0.013691414,3.072811555,0.183361906,0.715334995,0.003777246,42.71515927,0.636363636,1,0.636363636,11,0.25893137,11,0.504524979
0,0,0.109980504,0,0.454000851,0.081015094,0.154616457,3.014130274,0.051661941,0,0,48.38530054,0.486842105,0.9,0.684210526,19,0.269692266,19,0.477566933
